"I was working for an employer who had hired illegal immigrants and didn't notify the staff that had been working there. One of the younger a_ _ holes invited me out to his place for a beverage, the boss's son even said he'd be there so I thought nothing of it (we both were young and he wasn't bad looking) so I kindly accepted the offer (2nd mistake) 1st was even talking to him in the 1st place. We planned a time and he gave me the address, now keep in mind I was currently residing in a smaller town where at this younger age it didn't seem to be an issue to go to someone's place.  Upon arriving I had to go through a cattle gate, house was out in the country, upon arriving to the house, there were more guys out there than I had originally thought there would be. I then decided that MAYBE this just wasn't a good idea and I was trying to leave in my car, never had gotten outside of it. I found out that there were a couple of men outside and they had chain locked the gate closed and I NOT wanting to destruct property, demanded they open the gate. No one would open the gate, one other guy had made his way into my car and forced me over and drove me back to the house where there were 7 maybe 8 illegal immigrants and a 50+ yr old Male who MIGHT have been a U.S. resident. They dragged me into the home where they forced themselves on me, forced liquor down my throat and then proceeded to take me into a bedroom where I continued to fight them off of me, one by one they all took turns, they all were all over me and it then became a group thing, I fought and fought what seemed like hours, once everyone had their fun, I managed to crawl myself into the bathroom, near the bedroom I was in and in there the 50 yr old man put me into the shower, by know the liquor had kicked in and I was pretty much a lump on a log. So I was finished off in a shower with this horrible 50+ yr old and left alone once all were done having there fun. I yelled and screamed I kicked and clawed I threw punches I even tried to bite, by the time I came too I was naked in a cold shower and even though I was still pretty well lit, I was able to get just enough on to get myself out of the house and my keys and get in my car where I was able to then escape any future sexual assaults. I wasn't even sure if I was going to be held longer or released. I tried to file charges, but after that night all men were on the run including the older man himself. So nothing had ever come of it other than me getting counseling. BELIEVE WE HAVE TO BUILD THIS WALL TO PROTECT OUR CHILDREN AND OUR CHILDREN'S CHILDREN.  I would NEVER wish a gang bang on even my worst enemy. I have gone through counseling and I have over come my situation. I have a daughter now, and I fear that she NEVER EVER endures such a HORRIBLE HORROR.  This happened about 12 years ago, but it has only gotten worse  since then with the population of illegals.  Let's protect our future!",15.555555555555555,Negative tone,original post,yes
Absolutely,13.533333333333333,Not Counterspeech,original post,no
my president!,15.333333333333334,Not Counterspeech,original post,no
"Dam Melissa Lamphere, they get butthurt soooooo quick. How dare you talk about the GREAT ALMIGHTY DICTATOR!!!!!",17,Not Counterspeech,Dummycrats only think the rich deserve walls sad sheep,no
Steve Martin Your an idiot and probably want socialism  ....,14.666666666666666,Counterspeech,Exploiting a person's death for political gain- is there anything lower? What an incredible scumbag Trump is.,yes
We The People witnessed this week the One'n'Only Mr. Fake News manufacture a Fake Crisis that he tries to sell to us with nothing but Lies and Fake News Alternative Facts!!!,19,Not Counterspeech,Kanthar Balanathan check the history books. The great wall of China did not work.,no
"It will do nothing for drugs, those come through ports of entry not across a random stretch of the boarder. But again believe the propaganda you are being fed.",12,Counterspeech,"Illegal crossing on the southern border has been on the decline in the past 10 years, and a majority of illegal immigration is people over staying their visas. But yup believe the emotional driven propaganda all you want.",yes
"If you believed in protecting people, youd be pursuing fact-based security measures and not a silly medieval wall in a time when Ladder technology is plentiful and cheap. https://www.homedepot.com/p/Werner-32-ft-Fiberglass-Extension-Ladder-with-300-lb-Load-Capacity-Type-IA-Duty-Rating-D6232-2/100664518Werner 32 ft. Fiberglass Extension Ladder with 300 lb. Load Capacity Type IA Duty Rating-D6232-2 - The Home Depothomedepot.com",10.555555555555555,Not Counterspeech,original post,no
"To clarify. My ""like"" is for preventing more of this.",10.11111111111111,Counterspeech,original post,yes
Families in Illinois werent protected yesterday!!! Apparently THEY  werent your priority...,12.666666666666666,Counterspeech,original post,yes
Yeah a wall doesn't fix tunnels or airplanes must I keep going ?,13.666666666666666,Positive tone,original post,yes
Those guarded walled in people say no this man knows why,8.666666666666666,Not Counterspeech,original post,no
we do...we enforce those laws everyday,6.666666666666667,Not Counterspeech,Ron O'Hearn we enforce immigration laws every day too so what's your point?,no
Kim Miller The reason why you have a problem right now is because you got a whole lot of bad people into your country that use those weapons in a bad way.  When you try to steal the power from an American what he do? He take his gun and go get back whats him.  Some law give you some power that you don't seem to appreciate,10.444444444444445,Counterspeech,Kim Miller The reason why you have a problem right now is because you got a whole lot of bad people into your country that use those weapons in a bad way.  When you try to steal the power from an American what he do? He take his gun and go get back whats him.  Some law give you some power that you don't seem to appreciate,yes
Trump morons...,10.555555555555555,Counterspeech,And that millionaire could of got anything he wanted,yes
Thank You Mr President for Wanting to Keep Us Safe I know the Democrats Dont care because They will lose Illegal Votes but I know You Care Thank You.,10.88888888888889,Not Counterspeech,original post,no
Protection means we the people have the right to our weapons!,11.222222222222221,Humor,original post,yes
(Some died.  Ban immigrants and build a wall),11,Positive tone,A lot of Americans are killed by guns.  Should we ban guns?,yes
Plus....prevent pandemic,8.166666666666666,Not Counterspeech,original post,no
We need protection.....from Congress. Thank you President Trump. Don't sign the bad deal. Shut down the Gov. if you have to. Do an extension.,13.666666666666666,Not Counterspeech,original post,no
How tragic.,13.333333333333334,Not Counterspeech,original post,no
Stuart Schnapp you are a dumbass German,11.777777777777779,Positive tone,Trump is right. Impeach Pelosi for sedition.,yes
Thats a tragic case but if we want to stop illegal immigrantion wouldnt it be smarter to have an effective solution utilizing surveillance (like drones with thermal imaging) instead of a wall that will take forever to build and which the experts say will not be effective?,14,Not Counterspeech,original post,no
"Kris Landers we are not saying citizenship status is the reason it happened. That's not the argument. The argument is, that will proper enforcement, this person would of never been in the country, and this tragedy would of been prevented. I hope that brings clarity.",12.555555555555555,Not Counterspeech,Nathan Berg well the thing is you can not prove it. And what your saying is a hyperbole.,no
"And I had my vehicle cracked into in a parking space, causing substantial damage, by an Asian immigrant who had decided he could squeeze into it in back of me for some bizarre reason.  He spoke no English, had no idea of American rules of the road, had no insurance, and was driving a car not registered to him. Where do we put the wall to keep those like him away?",13.88888888888889,Not Counterspeech,My mom was hit by an illegal immigrant and he tried to drive off. He pulled out in front of her and totaled her car. On another occasion my dad was hit by one going the wrong way and drunk on the highway. Totaled his car and hurt him pretty bad.,no
An America killed my best friend where should we build a wall to keep out?,10.222222222222221,Not Counterspeech,original post,no
Seems like a lot of stories of illegals killing or other crimes against American citizens. Why dont we have a march of all the victims and family of victims from illegal aliens. I bet it would be quite large.   That needs to be organized.,11.333333333333334,Not Counterspeech,original post,no
Democrats care about the flag (keep it holy) guns (keep'em close by) God (use his name often) and acquiring money by any means. Oh yea I meant republicans,19.333333333333332,Not Counterspeech,The wicked Democrats don't care about the victims of illegal immigration. They care about power.,no
Build that fucking wall!!!!!!!!!,44.166666666666664,Not Counterspeech,original post,no
Nancy Hissa provide proof,11.444444444444445,Not Counterspeech,Trump is right. Impeach Pelosi for sedition.,no
"A USA citizen , who is white supremacist killed the daughter of another parent, but you didn't call him  a white supremacist,  how ironic.",14.166666666666666,Not Counterspeech,original post,no
Dave Thompson what are you even babbling about?,13.444444444444445,Humor,Dave Thompson what are you even babbling about?,yes
An illegal grown man punched my 3 yr old granddaughter in the face.  A different illegals 9 year old daughter sexually assaulted my same granddaughter when she was 5. So I am strongly supporting this wall!,21.88888888888889,Negative tone,original post,yes
Only if Mexico pays for it.,10.333333333333334,Counterspeech,original post,yes
How many children have been killed by Americans?,18.925925925925927,Not Counterspeech,original post,no
It is sad that Democrats have no feeling for American loss of life..  Just seem to intensely care for Latinos trying to get across the border.,13.444444444444445,Positive tone,original post,yes
Bill Johnson MAKE AMERICA WHITE AGAIN.... Thats what you people want.  Scared its getting too brown you,10.666666666666666,Positive tone,Make America Safe Again!!  This President cares about America and it's people!!,yes
"James Ellis great response, keyboard warrior.",44.666666666666664,Counterspeech,"James Ellis great response, keyboard warrior.",yes
Charlesetta Brown who told you that?Ask some people living near the border!,10.222222222222221,Not Counterspeech,"Laurel Balinski, there is nothing   illegal about them  if they haven't entered the United States!  Can't refer to them as illegal immigrants.   It's your comment that's wrong!  Why is YOUR FB PAGE FAKE?",no
"Soo sorry for your loss, I agree, we need to protect our borders...,",6.111111111111111,Positive tone,original post,yes
So very sorry for your loss. Build the wall,12.11111111111111,Not Counterspeech,original post,no
Sorry about your daughter but I'm agree with you,21.22222222222222,Positive tone,original post,yes
Protect Americans,9.333333333333334,Counterspeech,original post,yes
"Peter Stock Your understanding is very limited Peter, your one of the pagans of the world and a FB troll. And thanks for proving my comment how we as Trump supporters have also dodge the poisonous darts from people like you with your insults. We have battled demons like you for decades. But thanks for reading it. Hopefully some seeds will grow from it.",25.5,Counterspeech,"Jo Sechi Drugs kill more people than gun related deaths, so does vehicle drunk driving! How much of this countrys drugs come over our borders????? Over 90%!!!!! Several weeks ago tons of Fentanyl was confiscated at the border, enough to kill thousands!!!! Yes, Jo do some fact checking BUT DO it through a reputable source. My advice; Christian based news, Washington media research, call your senator's to keep informed of bills being passed!!!! STOP listening to bias propaganda, it make your debate ridulious.",yes
God bless you !,13,Positive tone,original post,yes
"The enemy is within our own country and in government - President Trump they hate you because you are putting the American citizens first, then them second. The Dems and RInos are use to being put first and the citizens get something. Thank you for standing up for the American citizens and American values.",12.666666666666666,Not Counterspeech,original post,no
And the other 99% of Americans killed were killed by legal American citizens.  So let's focus on the 1%.  That really makes sense.  SMH,25.666666666666668,Counterspeech,original post,yes
Linda Durbin he should use the money for education because your grammar is atrocious.,103.22222222222223,Affiliation,Thank you Mr President for working so hard for us American citizens!,yes
Daniel Alexander Allen are you mentally defective? We have sovereign countries for a reason. Illegal alien means you are not supposed to be here and don't just get to waltz your way in here.,12.333333333333334,Negative tone,"Illegal crossing on the southern border has been on the decline in the past 10 years, and a majority of illegal immigration is people over staying their visas. But yup believe the emotional driven propaganda all you want.",yes
Those who oppose a wall are obviously hoping to support illegal activities. Search your soul. The cost is a non-issue and pennies in the dollar compared to the outrageous waste of our government.,14.88888888888889,Counterspeech,original post,yes
Nancy Harris are you also complaining about the billions of taxpayer dollars sent to Jordan to build THEIR wall?,15.222222222222221,Positive tone,I just do NOT understand they level of insanity in people that think this is not necessary,yes
"Thank you Mr President. Keep up the hard work and God bless you and protect you. If you need me, call me",7.555555555555555,Not Counterspeech,original post,no
Build the Wall and build a wall around the liberals and California...,11.88888888888889,Counterspeech,original post,yes
CONS AND CRIMINALS ! Don't forget what we are dealing with,10.5,Not Counterspeech,original post,no
Any intelligent American agrees with the wall.,20,Counterspeech,original post,yes
"Statistically, you are more likely to be killed by an American than an illegal immigrant. That's a fact.",10.444444444444445,Affiliation,Better than Lincoln? Washington? Kennedy? Truman?... seriously?!?,yes
200 a day? I call BS on that. The numbers of illegals crossing are way down from a decade ago according to the immigration and security services. This is BS,9.88888888888889,Not Counterspeech,GOVERNMENTS ABOUT TO DROP US ALL IN IT.  Like a juggler trying to keep several objects in the air at the same time - there goes the politicians of the ruling circus that governs this world.  Like clowns hiding behind their public masks - they are but court jesters ruling amidst a menagerie of their own making - as they try to keep so many different people's entertained they are running out of idea's to keep their many different alien patrons happy.  This human zoo from which they have removed the barriers that kept some sort of order - is now becoming a human jungle of wild beasts that are turning more and more on each other as the barriers no longer exist.  All their resources and restraints are being exposed as impotent - as resistance to them is growing by the day - a bunch of circus clowns and jugglers who cannot even keep order among themselves - as they have all been exposed as having their fingers in the till - sleeping with the enemy - and as perverted as is their main stream media mouthpiece acting blameless and preaching like a saint the 'Sermon on the Mount.' on the one hand - when they are all as corrupt as each other.  What's the odds that those clowning circus freaks of power are going to bring the global big top down?,no
"Deborah Bartlett, how is this funny?",10.666666666666666,Not Counterspeech,"Deborah Bartlett, how is this funny?",no
How does one have a criminal past but not be deported if they did not have legal documents to stay here? This is more then just a wall. The justice system sucks and needs fixing.,8.333333333333334,Negative tone,original post,yes
Calls a national emergency. Leaves to go play golf for two days.,11.333333333333334,Not Counterspeech,original post,no
Apple Rivera Liar!,14.444444444444445,Not Counterspeech,"Kyle Callender from what the CHP officer stated, he came through Texas, thats all they had on the report. No address nothing.",no
Lee N Kristen Wilcox instead of lashing out why don't you answer the question,12,Facts/Logic,Make America Safe Again!!  This President cares about America and it's people!!,yes
"Just saw what Apple said , DOH",10.333333333333334,Counterspeech,Great British culture. I'm a Brit. The EU hate us. End of. So I'd rather we gave the USA 5 billion as a gift for the wall rather than give 39 billion a year to the EU ...,yes
We could protect ourselves if our government would adhere to the constitution! Whats up with 50 state ccw you talked about????,20,Humor,original post,yes
"Temicka Brown no your democrat plantation doesn't care about you, try and keep up.",9.666666666666666,Counterspeech,So what makes you think a damn wall will keep out illegals?,yes
God blesses you Mr. President,13.166666666666666,Positive tone,original post,yes
Thanks  We Agree!. So sadly and Sorry for Your Lost!. MAy God Keeps Blessings you and Keeps You Stronger!. Than you can Helping other It yo Los They Love One Next!. Amen,90.77777777777777,Positive tone,original post,yes
...and democrats support these illegals!  Makes me sick!!!,16.333333333333332,Negative tone,original post,yes
Blame all these murders on the people who voted for democrats.,13.833333333333334,Not Counterspeech,original post,no
"Imagine if there was not a wall! What would happen? Probably, and Im just speculating here, that illegals would simply walk across and enter our country and disappear. Illegal and undocumented, and unable to find work, they would either simply exist off tax payer dollars, straining our system, or commit crimes to get money. All the while  our vets and homeless continue to suffer, living on the streets and in makeshift shelters. And sanctuary cities and states increase your taxes to provide illegals with free benefits - food, housing, medical and education while ignoring our citizens first! This is wrong. If they seriously want to better Their lives, do so legally and obey our laws. Is this what we want America to become? Is this why some support santuary cities and states?   Consider this last point. All countries across this planet use some type of a physical border, barrier or even a simple sign post to let you know that you are entering their country. They do this for many obvious reasons, one of which is to inform you that you have crossed into their sovereignty and that you must obey the laws of their land.  Same here when you think about the continental US, between states (excluding Alaska and Hawaii). Each state has boundary lines established - sign posts and in some cases check points to let you know that you are entering theyre state and that different state laws are in effect, that different state taxes may be in effect et cetera. If borders do not matter, then why would states need them, or why should their be any localized laws  of any kind in place? The reasons are obvious and our country needs a border.",14,Not Counterspeech,original post,no
Ban guns.,15,Not Counterspeech,original post,no
Carl Ostendarp where are you 300 or more a day,11.333333333333334,Positive tone,Great British culture. I'm a Brit. The EU hate us. End of. So I'd rather we gave the USA 5 billion as a gift for the wall rather than give 39 billion a year to the EU ...,yes
HAVE YOU ACTUALLY SEEN THE NEW  WALL PARTS BUILT?,22.11111111111111,Negative tone,PLEASE POST YOUR PROOF!,yes
WWG1WGA! BUILD THAT WALL! praying for all of our protection.,11.444444444444445,Not Counterspeech,original post,no
Build the wall!!,21.583333333333332,Not Counterspeech,original post,no
Respectable Mr. President Jii. Thank you Mr. President for working so hard for us American Citizens. MAGA,14,Counterspeech,original post,yes
"Hal Eric Mitlitsky you're a moron! If it stops just one, that might be the one that would have killed your daughter or son. Stop listening to CNN",12.666666666666666,Counterspeech,An illegal immigrant killed my 24 year old brother about a mile from his home. My brother was test driving a motorcycle and the illegal immigrant pulled out in front of him(the man was driving unlicensed and illegally) then left my brother to die on the side of the road. So I support the wall 100%!!,yes
what about all the mass shootings you have in America? Pretty sure thats not related to immigrants!!,57,Not Counterspeech,Better than Lincoln? Washington? Kennedy? Truman?... seriously?!?,no
I would suggest that you deal with the ones you have at home first then.,9.666666666666666,Not Counterspeech,I would suggest that you deal with the ones you have at home first then.,no
Blanca Gonzalez very sorry ma'am! God Bless you and yours.,14.666666666666666,Counterspeech,Can I donate my tax return to the wall?,yes
Nothing against building the wall but arent they coming through underground tunnels???,8.666666666666666,Not Counterspeech,original post,no
All these mass shootings are being done American people what are you going to do about them?,6,Humor,original post,yes
"Thousands of Mexicans die with weapons that you pass through the border, please build the wall",20.833333333333332,Not Counterspeech,original post,no
Chris Halliday maybe you need to look at and speak to different people.,13.666666666666666,Negative tone,I don't pay much attention to Numbers.....I talk to People and Look at the way people are Living.....,yes
"Woe unto you that are full! for ye shall hunger. Woe unto you that laugh now! for ye shall mourn and weep. Woe unto you, when all men shall speak well of you! --Luke 6:25-26",15.333333333333334,Not Counterspeech,original post,no
Danny Jones-thank you for your faith and support for President Trump and our country. Hope things will get better for your country.,81,Not Counterspeech,Great British culture. I'm a Brit. The EU hate us. End of. So I'd rather we gave the USA 5 billion as a gift for the wall rather than give 39 billion a year to the EU ...,no
"Anna Sophia Wheland Don't hold your breath. I'm still waiting for someone to explain to me why the lax gun laws cause gun violence in areas with strict gun laws, yet the problem doesn't happen in the places with the lax gun laws.",13.666666666666666,Not Counterspeech,I've been to places where guns are banned. Sure are a lot of people getting shot in those places.,no
"So sorry for your tragic loss.  Yes Pres Trump is doing the right thing.  It is unbelievable what the democratic party is doing to this country.  As long as we have Trump we have a chance to save this country.  Thank God for putting him in the White House.  It breaks my heart to think what our country will be like when my grandchildren are grown.  All grandparents need to contact their congressmen and let them know we're tired of their games and they need to do their job, support our President and protect this country.  Good vs evil.  Which side are you on?",9.333333333333334,Counterspeech,original post,yes
God Bless Trump and all his efforts to keep us safe,9.777777777777779,Not Counterspeech,original post,no
"Learie Jordan The opiate problem in this country was caused by our own drug companies, it's the reason for the demand for heroin. I have no problem with people owning guns, it's the perversion of the laws by the NRA lobby that prevent common sense guns laws that would help keep guns out of the hands of people that should not own them. This emergency declared by the idiot in chief is a manufactured lie. Someone show me that statistics that say that illegal immigrants kill more people than assholes with guns, over 300 mass shootings already this year. WTF! Moe-rons!",21.444444444444443,Not Counterspeech,Cynthia D Melrose DUH! Which way did he go?,no
"We have criminals on the daily that are citizens including every shooter lately who happens to be a white nazi supremacist that also happens to be extreme supporters of Trump but every once in a while an immigrant commits a crime, big or small, and that's all that matters. Not the REAL crime problem of actual citizens. By no means am I supporting a killer but using it as a political boost is ridiculous.",13.666666666666666,Not Counterspeech,original post,no
"SO SORRY for your loss . Apparently the Dems , starting from the top , are and NEVER were for the American citizen. Their behavior is COMPLETELY ABHORRENT!",14.666666666666666,Not Counterspeech,original post,no
Eva Graham you just might want to edjamcate yourself deary,33.22222222222222,Counterspeech,Trump is right. Impeach Pelosi for sedition.,yes
Democrats = Idiots,10.88888888888889,Positive tone,8 Billion buys a lot of Wall....,yes
"Didn't do much for the concert goers in Las Vegas, the students in Parkland, the people at the club in Thousand Oaks.  But you know what will save Americans?  Safe roads, better infrastructure, better technology, and a REAL President.",11.666666666666666,Negative tone,original post,yes
Just ask the NASCAR Driver's in Daytona this Weekend !!! Walls Definitely Work !!!,11.666666666666666,Facts/Logic,original post,yes
Am so sorry for their losses. Will you please also speak up about all the innocent lives lost due to gun violence?,10.666666666666666,Not Counterspeech,original post,no
#Trump2020,12.555555555555555,Counterspeech,original post,yes
What about the natives born terrorists who kill our children and families on a daily basis?,5.666666666666667,Not Counterspeech,original post,no
Pls Like Janam Tv  fB Page  American Support channel  subscribe Janam Tv youtube,7.777777777777778,Not Counterspeech,original post,no
Great Britain.  Enough said.,14,Not Counterspeech,Great British culture. I'm a Brit. The EU hate us. End of. So I'd rather we gave the USA 5 billion as a gift for the wall rather than give 39 billion a year to the EU ...,no
Sorry excuse for a president.  Resign or be impeached!,15.444444444444445,Humor,original post,yes
Build the wall . We really need it for all of our protection. Get it done Mr President.,9.333333333333334,Positive tone,original post,yes
Thank you president Trump!,7.333333333333333,Affiliation,original post,yes
#LovePOTUSTrump #Trump2020 #SiliconValley4Trump2020,12.166666666666666,Not Counterspeech,original post,no
"Finish the super Collider. Unlock the secrets of the universe for only 4 billion dollars. Or,.. build a big steel wall...  https://interestingengineering.com/usas-super-collider-lies-abandoned-texas-desert",20,Not Counterspeech,original post,no
"Too bad we cant trade all these families loved ones who are killed by illegals with family members of these democratic fucks. Hopefully these democratic fuckers lose their family members to illegals. Then maybe theyll see why we need security. But I bet that AOC cunt could have her whole family raped, tortured, and killed by illegals and she would still be like being them all in!!!",133,Affiliation,original post,yes
"That would be 1,886 less if they had been in their own country.",16.666666666666668,Facts/Logic,"Janie Rogers Doss   True. But that would be 17,200 less if Republicans would get their heads out of their asses and the NRA out of their pockets.",yes
"So much blood on the Democrats hands.  They are getting away with murder over and over and over and over,  when will it stop.",11.333333333333334,Negative tone,original post,yes
Nathan Berg well the thing is you can not prove it. And what your saying is a hyperbole.,82.88888888888889,Humor,Nathan Berg well the thing is you can not prove it. And what your saying is a hyperbole.,yes
Why cant we protect the border with thoughts and prayers? Its what we use to protect our schools...,10.88888888888889,Negative tone,original post,yes
So we are going to build a SOCIALIST wall?  Paid for by the people against their will?,9.222222222222221,Affiliation,original post,yes
We  need the wall,14,Not Counterspeech,original post,no
"why is this under 'opinion"" ?",14.333333333333334,Counterspeech,original post,yes
Amen,25.373333333333335,Not Counterspeech,original post,no
Fernando Haberfeld ridculo!!!!!,13.666666666666666,Not Counterspeech,100% truth,no
"Alberto Weisz   Let him open Pandora's Box. Remember, once you open Pandora's Box you can't close it.  Donald Trump. Go ahead and declare a National Emergency. One of two things will happen. Either you will lose in court. Or, the next Democratic president will declare a National Emergency for climate change, gun control, DACA, Health Care reform and middle-class tax cuts. Just to start with. ",17.555555555555557,Not Counterspeech,Are you against the wall? First take the door out of your house and leave everything open.,no
Come to sweden and build a wall aswell please....,73.66666666666667,Positive tone,original post,yes
Walls work that's why there is no drugs and weapons in prison,11,Counterspeech,original post,yes
I thought the same thing. Trump is disgusting. His supporters are sycophantic dogs.,8,Negative tone,Austin Baker hes using the death to push for his border wall which he INCLUDES in the headline.   EXCEPT a wall will do nothing for illegal immigration. They overstay their visas or come in with forged documents. The ACTUAL drugs and crime come through vehicles through legal ports of entry.   Hes not asking you to pay for immigration suppression but an entire waste of money thats more symbolic of America than it is an effective tools,yes
Thats one up for polosi an Schumer,12,Counterspeech,original post,yes
Look at the stats on how many Americans were killed by guns. It's far higher than illegal immigrants but you won't touch gun control because they fund your campaign. It's always about the money with you.,26,Negative tone,original post,yes
DonaldTrumpUsaPresident.com .... made in China,15.833333333333334,Not Counterspeech,original post,no
Juanita Craner but mumbers show immigration is low,127.66666666666667,Not Counterspeech,"Thank you, President Trump!! If there has ever been a time to declare an emergency, it's now!! Invasion of our country IS a dire emergency! Unlike weather emergencies, the problem with invasions from our southern border will not ""blow over"", but will only get worse. Thank you for your work and determination to prevent our beautiful country from being turned into another Mexico. Behind you 100%! May God bless you and all your endeavors!",no
"Linda Dee Montes you gun clinging morons. If you are a responsible gun owner, whats the panic?",10.444444444444445,Not Counterspeech,Thank you Mr President for working so hard for us American citizens!,no
Danny Jones AMEN,16.77777777777778,Not Counterspeech,Great British culture. I'm a Brit. The EU hate us. End of. So I'd rather we gave the USA 5 billion as a gift for the wall rather than give 39 billion a year to the EU ...,no
#FakeTrumpEmergency  #FinishTheImpeachment #Collusion  #Obstruction,9.777777777777779,Negative tone,original post,yes
Was he a drug dealer or gang member?,9.222222222222221,Humor,Can I donate my tax return to the wall?,yes
He came through a tunnel and he was selling fentanyl that flew in from China.,9.444444444444445,Counterspeech,Jason Hicks so a wall makes no difference,yes
Trump has such a wonderful agenda to return us back to somewhat normal in resemblance of yesteryear.  Its sad he has such idiots slowing him down.  It must be frustrating.,8.222222222222221,Not Counterspeech,original post,no
"Justice for Dominic Durden, Jamiel ""Jas"" Shaw II, Joshua Wilkerson, Ronil Singh, Sandra Duran, Kathryn Steinle, Nisa Mickens, Kayla Cuevas and all who were killed by illegal immigrant criminals. #EndSanctuaryCities #Buildthewall",6,Negative tone,original post,yes
https://www.facebook.com/photo.php?fbid=2132377443519082&set=p.2132377443519082&type=3&theater,12.38888888888889,Not Counterspeech,"Curtis Rice Sir, youre so clever, youve blown my mind...",no
Danny Jones  How is EU membership destroying your culture Danny? Twat,17.444444444444443,Facts/Logic,Great British culture. I'm a Brit. The EU hate us. End of. So I'd rather we gave the USA 5 billion as a gift for the wall rather than give 39 billion a year to the EU ...,yes
"Yes, we ask that every time there's a mass shooting committed by a legal U.S. citizen who purchased their gun legally right here in the U.S.  smh...",9.444444444444445,Counterspeech,And that millionaire could of got anything he wanted,yes
We are praying for all those who have lost loved ones.,12.555555555555555,Positive tone,original post,yes
"Carl am German. You are wasting your time,make most Americans understand. This is why the US is so messed up. The most crimes are coming from. AMERICAN CITIZENS.",9.555555555555555,Positive tone,What do you mean?,yes
Build the wall!!!,15.733333333333333,Not Counterspeech,original post,no
Trump 2020. He cares about America,12,Positive tone,original post,yes
Patty Bertocchini La Puma that is one officer who would be alive if that illegal immigrant wasn't in this country to begin with,21.666666666666668,Negative tone,Leon Rackauskas research it then,yes
"Build that wall!Pelosi, schummer,waters kamala,shame on them all!!!",12.333333333333334,Negative tone,original post,yes
"You mentioned that they use underground tunnel, right? Is building wall making sense?",22.88888888888889,Not Counterspeech,"Kyle Callender from what the CHP officer stated, he came through Texas, thats all they had on the report. No address nothing.",no
Anthony Clark flint Michigan is being repaired daily. They are literally replacing every inch of piping in the city.  It is most certainly not a 1 day or 1 year project.  It is underway.,12.444444444444445,Counterspeech,Dan Burnzinsky *throw  dumb ass,yes
"What about 12,000 miles of coastline anyone can boat through?",11.88888888888889,Counterspeech,original post,yes
BabyLuis Hollywood   Mental illness.,13.222222222222221,Counterspeech,"Carol Starr mental illness? That's an act of terrorism wether you were born in USA or not , your race, religion or w.e. someone who did the same thing the guy in Vegas did is a terrorist.",yes
"A white person killed 57 ppl in Vegas , a African American kill 5 ppl in a work place yesterday , a white person killed how many students in Florida?!?!YUP BUILD THAT WALL ",16.333333333333332,Humor,original post,yes
I'm so sorry for your loss.,10.833333333333334,Positive tone,original post,yes
Not all immigrants are committing crime Mr Honourable President arrest criminals and let the children women and men get assistance or build them a city were there can work on the American system and economy,21,Not Counterspeech,original post,no
"Illegal European immigrants killed almost all real Americans some hundred years ago. Do you all forget where you come from. That happen in a country where it is more important to learn how to shoot, then national history as a school subject.",14.5,Not Counterspeech,original post,no
If teleportation. Is to be exsplan will transmute demure save the body or. if body anadamy of a female falopeintubes can incubate life preservation geneticly Revitalize - + organisms by molecule,10.555555555555555,Humor,original post,yes
You mean the wall that we need because we have people coming over here illegally and breaking laws. Yeah sounds like a national security issue to me. Btw the Constitution also states to protect the American people which a wall does. Understand?,12.666666666666666,Affiliation,"""The only national emergency is that our president is an idiot""  Ann Coulter",yes
Another American killed my friend. Is her death any less important than an illegal killing another American?,8.444444444444445,Not Counterspeech,original post,no
